Sample in Buffer,Sample in Window,TRIGGER,u_top/u_uart/uart_baud[31:0],u_top/u_uart/uart_status[31:0],u_top/u_uart/tx_data[7:0],u_top/u_uart/uart_ctrl[31:0],u_top/u_uart/state[3:0],u_top/u_uart/uart_rx[31:0],u_top/u_uart_debug/mem_addr_o[31:0],u_top/u_uart_debug/state[13:0],u_top/u_uart_debug/mem_wdata_o[31:0],u_ila_0_m1_rdata[31:0],u_top/m0_rdata[31:0],u_top/m0_addr[31:0],u_top/m1_size[2:0],u_top/m1_addr[27:0],u_ila_0_m1_addr[31:28],u_top/m1_wdata[31:0],debug_en_r[7:0],timer_cnt[31:0],debug_en_w,u_ila_0_m1_rd,u_top/m1_we,u_top/u_uart_debug/mem_rd_o,u_top/u_uart_debug/mem_we_o,u_top/u_uart/rx_done,u_top/u_uart/rx_start
968,968,0,000000ad,00000000,00,00000003,1,00000000,30000004,0010,00000000,00000000,00000000,90000000,4,0000004,3,00000000,ff,18864897,1,1,0,1,0,0,0
969,969,0,000000ad,00000000,00,00000003,1,00000000,30000004,0010,00000000,00000000,00000000,90000000,4,0000004,3,00000000,ff,18864898,1,1,0,1,0,0,0
970,970,0,000000ad,00000000,00,00000003,1,00000000,30000004,0010,00000000,00000000,00000000,90000000,4,0000004,3,00000000,ff,18864899,1,1,0,1,0,0,0
971,971,0,000000ad,00000000,00,00000003,1,00000000,30000004,0010,00000000,00000000,00000000,90000000,4,0000004,3,00000000,ff,18864900,1,1,0,1,0,0,0
972,972,0,000000ad,00000000,00,00000003,1,00000000,30000004,0010,00000000,00000000,00000000,90000000,4,0000004,3,00000000,ff,18864901,1,1,0,1,0,0,0
973,973,0,000000ad,00000000,00,00000003,1,00000000,30000004,0010,00000000,00000000,00000000,90000000,4,0000004,3,00000000,ff,18864902,1,1,0,1,0,0,0
974,974,0,000000ad,00000000,00,00000003,1,00000000,30000004,0010,00000000,00000000,00000000,90000000,4,0000004,3,00000000,ff,18864903,1,1,0,1,0,0,0
975,975,0,000000ad,00000000,00,00000003,1,00000000,30000004,0010,00000000,00000000,00000000,90000000,4,0000004,3,00000000,ff,18864904,1,1,0,1,0,0,0
976,976,0,000000ad,00000000,00,00000003,1,00000000,30000004,0010,00000000,00000000,00000000,90000000,4,0000004,3,00000000,ff,18864905,1,1,0,1,0,0,0
977,977,0,000000ad,00000000,00,00000003,1,00000000,30000004,0010,00000000,00000000,00000000,90000000,4,0000004,3,00000000,ff,18864906,1,1,0,1,0,0,0
978,978,0,000000ad,00000000,00,00000003,1,00000000,30000004,0010,00000000,00000000,00000000,90000000,4,0000004,3,00000000,ff,18864907,1,1,0,1,0,0,0
979,979,0,000000ad,00000000,00,00000003,1,00000000,30000004,0010,00000000,00000000,00000000,90000000,4,0000004,3,00000000,ff,18864908,1,1,0,1,0,0,0
980,980,0,000000ad,00000000,00,00000003,1,00000000,30000004,0010,00000000,00000000,00000000,90000000,4,0000004,3,00000000,ff,18864909,1,1,0,1,0,0,0
981,981,0,000000ad,00000000,00,00000003,1,00000000,30000004,0010,00000000,00000000,00000000,90000000,4,0000004,3,00000000,ff,18864910,1,1,0,1,0,0,0
982,982,0,000000ad,00000000,00,00000003,1,00000000,30000004,0010,00000000,00000000,00000000,90000000,4,0000004,3,00000000,ff,18864911,1,1,0,1,0,0,0
983,983,0,000000ad,00000000,00,00000003,1,00000000,30000004,0010,00000000,00000000,00000000,90000000,4,0000004,3,00000000,ff,18864912,1,1,0,1,0,0,0
984,984,0,000000ad,00000000,00,00000003,1,00000000,30000004,0010,00000000,00000000,00000000,90000000,4,0000004,3,00000000,ff,18864913,1,1,0,1,0,0,0
985,985,0,000000ad,00000000,00,00000003,1,00000000,30000004,0010,00000000,00000000,00000000,90000000,4,0000004,3,00000000,ff,18864914,1,1,0,1,0,0,0
986,986,0,000000ad,00000000,00,00000003,1,00000000,30000004,0010,00000000,00000000,00000000,90000000,4,0000004,3,00000000,ff,18864915,1,1,0,1,0,0,0
987,987,0,000000ad,00000000,00,00000003,1,00000000,30000004,0010,00000000,00000000,00000000,90000000,4,0000004,3,00000000,ff,18864916,1,1,0,1,0,0,0
988,988,0,000000ad,00000000,00,00000003,1,00000000,30000004,0010,00000000,00000000,00000000,90000000,4,0000004,3,00000000,ff,18864917,1,1,0,1,0,0,0
989,989,0,000000ad,00000000,00,00000003,1,00000000,30000004,0010,00000000,00000000,00000000,90000000,4,0000004,3,00000000,ff,18864918,1,1,0,1,0,0,0
990,990,0,000000ad,00000000,00,00000003,1,00000000,30000004,0010,00000000,00000000,00000000,90000000,4,0000004,3,00000000,ff,18864919,1,1,0,1,0,0,0
991,991,0,000000ad,00000000,00,00000003,1,00000000,30000004,0010,00000000,00000000,00000000,90000000,4,0000004,3,00000000,ff,18864920,1,1,0,1,0,0,0
992,992,0,000000ad,00000000,00,00000003,1,00000000,30000004,0010,00000000,00000000,00000000,90000000,4,0000004,3,00000000,ff,18864921,1,1,0,1,0,0,0
993,993,0,000000ad,00000000,00,00000003,1,00000000,30000004,0010,00000000,00000000,00000000,90000000,4,0000004,3,00000000,ff,18864922,1,1,0,1,0,0,0
994,994,0,000000ad,00000000,00,00000003,1,00000000,30000004,0010,00000000,00000000,00000000,90000000,4,0000004,3,00000000,ff,18864923,1,1,0,1,0,0,0
995,995,0,000000ad,00000000,00,00000003,1,00000000,30000004,0010,00000000,00000000,00000000,90000000,4,0000004,3,00000000,ff,18864924,1,1,0,1,0,0,0
996,996,0,000000ad,00000000,00,00000003,1,00000000,30000004,0010,00000000,00000000,00000000,90000000,4,0000004,3,00000000,ff,18864925,1,1,0,1,0,0,0
997,997,0,000000ad,00000000,00,00000003,1,00000000,30000004,0010,00000000,00000000,00000000,90000000,4,0000004,3,00000000,ff,18864926,1,1,0,1,0,0,0
998,998,0,000000ad,00000000,00,00000003,1,00000000,30000004,0010,00000000,00000000,00000000,90000000,4,0000004,3,00000000,ff,18864927,1,1,0,1,0,0,0
999,999,0,000000ad,00000000,00,00000003,1,00000000,30000004,0010,00000000,00000000,00000000,90000000,4,0000004,3,00000000,ff,18864928,1,1,0,1,0,0,0
1000,1000,0,000000ad,00000000,00,00000003,1,00000000,30000004,0010,00000000,00000000,00000000,90000000,4,0000004,3,00000000,ff,18864929,1,1,0,1,0,0,0
1001,1001,0,000000ad,00000000,00,00000003,1,00000000,30000004,0010,00000000,00000000,00000000,90000000,4,0000004,3,00000000,ff,18864930,1,1,0,1,0,0,0
1002,1002,0,000000ad,00000000,00,00000003,1,00000000,30000004,0010,00000000,00000000,00000000,90000000,4,0000004,3,00000000,ff,18864931,1,1,0,1,0,0,0
1003,1003,0,000000ad,00000000,00,00000003,1,00000000,30000004,0010,00000000,00000000,00000000,90000000,4,0000004,3,00000000,ff,18864932,1,1,0,1,0,0,0
1004,1004,0,000000ad,00000000,00,00000003,1,00000000,30000004,0010,00000000,00000000,00000000,90000000,4,0000004,3,00000000,ff,18864933,1,1,0,1,0,0,0
1005,1005,0,000000ad,00000000,00,00000003,1,00000000,30000004,0010,00000000,00000000,00000000,90000000,4,0000004,3,00000000,ff,18864934,1,1,0,1,0,0,0
1006,1006,0,000000ad,00000000,00,00000003,1,00000000,30000004,0010,00000000,00000000,00000000,90000000,4,0000004,3,00000000,ff,18864935,1,1,0,1,0,0,0
1007,1007,0,000000ad,00000000,00,00000003,1,00000000,30000004,0010,00000000,00000000,00000000,90000000,4,0000004,3,00000000,ff,18864936,1,1,0,1,0,0,0
1008,1008,0,000000ad,00000000,00,00000003,1,00000000,30000004,0010,00000000,00000000,00000000,90000000,4,0000004,3,00000000,ff,18864937,1,1,0,1,0,0,0
1009,1009,0,000000ad,00000000,00,00000003,1,00000000,30000004,0010,00000000,00000000,00000000,90000000,4,0000004,3,00000000,ff,18864938,1,1,0,1,0,0,0
1010,1010,0,000000ad,00000000,00,00000003,1,00000000,30000004,0010,00000000,00000000,00000000,90000000,4,0000004,3,00000000,ff,18864939,1,1,0,1,0,0,0
1011,1011,0,000000ad,00000000,00,00000003,1,00000000,30000004,0010,00000000,00000000,00000000,90000000,4,0000004,3,00000000,ff,18864940,1,1,0,1,0,0,0
1012,1012,0,000000ad,00000000,00,00000003,1,00000000,30000004,0010,00000000,00000000,00000000,90000000,4,0000004,3,00000000,ff,18864941,1,1,0,1,0,0,0
1013,1013,0,000000ad,00000000,00,00000003,1,00000000,30000004,0010,00000000,00000000,00000000,90000000,4,0000004,3,00000000,ff,18864942,1,1,0,1,0,0,0
1014,1014,0,000000ad,00000000,00,00000003,1,00000000,30000004,0010,00000000,00000000,00000000,90000000,4,0000004,3,00000000,ff,18864943,1,1,0,1,0,0,0
1015,1015,0,000000ad,00000000,00,00000003,1,00000000,30000004,0010,00000000,00000000,00000000,90000000,4,0000004,3,00000000,ff,18864944,1,1,0,1,0,0,0
1016,1016,0,000000ad,00000000,00,00000003,1,00000000,30000004,0010,00000000,00000000,00000000,90000000,4,0000004,3,00000000,ff,18864945,1,1,0,1,0,0,0
1017,1017,0,000000ad,00000000,00,00000003,1,00000000,30000004,0010,00000000,00000000,00000000,90000000,4,0000004,3,00000000,ff,18864946,1,1,0,1,0,0,0
1018,1018,0,000000ad,00000000,00,00000003,1,00000000,30000004,0010,00000000,00000000,00000000,90000000,4,0000004,3,00000000,ff,18864947,1,1,0,1,0,0,0
1019,1019,0,000000ad,00000000,00,00000003,1,00000000,30000004,0010,00000000,00000000,00000000,90000000,4,0000004,3,00000000,ff,18864948,1,1,0,1,0,0,0
1020,1020,0,000000ad,00000000,00,00000003,1,00000000,30000004,0010,00000000,00000000,00000000,90000000,4,0000004,3,00000000,ff,18864949,1,1,0,1,0,0,0
1021,1021,0,000000ad,00000000,00,00000003,1,00000000,30000004,0010,00000000,00000000,00000000,90000000,4,0000004,3,00000000,ff,18864950,1,1,0,1,0,0,0
1022,1022,0,000000ad,00000000,00,00000003,1,00000000,30000004,0010,00000000,00000000,00000000,90000000,4,0000004,3,00000000,ff,18864951,1,1,0,1,0,0,0
1023,1023,0,000000ad,00000000,00,00000003,1,00000000,30000004,0010,00000000,00000000,00000000,90000000,4,0000004,3,00000000,ff,18864952,1,1,0,1,0,0,0
